"Story","Title","Result","Date","Stability","Duration (s)"
"Product","Get all Product","SUCCESS","2022-10-31T10:01:08.3766262+07:00[Asia/Jakarta]","0.0","5.42"
"Product","Create new product","SUCCESS","2022-10-31T10:01:13.802255+07:00[Asia/Jakarta]","0.0","7.76"
"Product","Delete a product","SUCCESS","2022-10-31T10:01:21.5835745+07:00[Asia/Jakarta]","0.0","1.28"
"Product","Get Product By id","SUCCESS","2022-10-31T10:01:22.8754362+07:00[Asia/Jakarta]","0.0","1.35"
