"Story","Title","Result","Date","Stability","Duration (s)"
"Home","Home product to buy","SUCCESS","2022-10-26T20:23:47.584189+07:00[Asia/Jakarta]","0.0","5.91"
"Login","Login with email and password","SUCCESS","2022-10-26T20:23:54.1677504+07:00[Asia/Jakarta]","0.0","25.96"
"Order","Order product","SUCCESS","2022-10-26T20:24:20.1550561+07:00[Asia/Jakarta]","0.0","6.59"
